Chivera Hembra
Chivera Macho
Cuna Macho
Cuna Hembra
Toritos
Terneras
Maternidad Vacas
Maternidad Novillas
General #1
General #2
Vacas Secas Cargadas
Vacas Secas Vacias
Toro Vacas Secas
Toros Grandes E1
Vacas de Descarte
Vacas Enfermas
Corral de Celo
Corral de Destete
Toros Grandes
Tramo Enfermas
Lote 1B
Lote 2B
Lote 3B
Lote 5B
